,name,Website,street address,city,state,zipcode,Type,Size,private,funding,Associates (y=1/n=0)
2631,University of Scranton,www.scranton.edu,800 Linden Street,Scranton,Pennsylvania,18510-4629,"4-year, Private not-for-profit",5651.0,Private,not-for-profit,0
2632,University of Sioux Falls,usiouxfalls.edu,1101 W 22nd St,Sioux Falls,Dakota,57105-1699,"4-year, Private not-for-profit",1589.0,Private,not-for-profit,0
2633,University of South Alabama,www.southalabama.edu,307 N University Blvd,Mobile,Alabama,36688-0002,"4-year, Public",14064.0,Public,not-for-profit,0
2634,University of South Carolina-Aiken,www.usca.edu,471 University Pkwy,Aiken,Carolina,29801,"4-year, Public",3232.0,Public,not-for-profit,0
2635,University of South Carolina-Beaufort,www.uscb.edu,1 University Boulevard,Bluffton,Carolina,29909,"4-year, Public",1502.0,Public,not-for-profit,0
2636,University of South Carolina-Columbia,www.sc.edu/,,Columbia,Carolina,29208,"4-year, Public",27488.0,Public,not-for-profit,0
2637,University of South Carolina-Upstate,www.uscupstate.edu,800 University Way,Spartanburg,Carolina,29303-4999,"4-year, Public",5063.0,Public,not-for-profit,0
2638,University of South Dakota,WWW.USD.EDU,414 E Clark St,Vermillion,Dakota,57069-2390,"4-year, Public",9291.0,Public,not-for-profit,0
2639,University of South Florida,www.usf.edu,4202 East Fowler Ave,Tampa,Florida,33620-9951,"4-year, Public",46189.0,Public,not-for-profit,0
2640,University of South Florida Polytechnic,www.poly.usf.edu/,3433 Winter Lake Rd,Lakeland,Florida,33803-9807,"4-year, Public",,Public,not-for-profit,0
2641,University of South Florida Sarasota-Manatee,www.sarasota.usf.edu/,8350 N Tamiami Trail,Sarasota,Florida,34243-2049,"4-year, Public",,Public,not-for-profit,0
2642,University of South Florida St. Petersburg,www.stpt.usf.edu,140 Seventh Ave S.,St. Petersburg,Florida,33701-9807,"4-year, Public",,Public,not-for-profit,0
2643,University of Southern California,www.usc.edu/,University Park,Los Angeles,California,90089,"4-year, Private not-for-profit",33747.0,Private,not-for-profit,0
2644,University of Southern Indiana,www.usi.edu,8600 University Blvd,Evansville,Indiana,47712,"4-year, Public",10126.0,Public,not-for-profit,0
2645,University of Southern Maine,www.usm.maine.edu,96 Falmouth St,Portland,Maine,04103,"4-year, Public",10009.0,Public,not-for-profit,0
2646,University of Southern Mississippi,WWW.USM.EDU,118 College Drive # 0001,Hattiesburg,Mississippi,39406-0001,"4-year, Public",14793.0,Public,not-for-profit,0
2647,University of Southern Nevada,www.usn.edu,11 Sunset Way,Henderson,Nevada,89014,"4-year, Private not-for-profit",785.0,Private,not-for-profit,0
2648,University of St Francis,www.stfrancis.edu,500 N Wilcox St,Joliet,Illinois,60435-6188,"4-year, Private not-for-profit",3340.0,Private,not-for-profit,0
2649,University of St Thomas,www.stthom.edu,3800 Montrose Blvd,Houston,Texas,77006-4696,"4-year, Private not-for-profit",3165.0,Private,not-for-profit,0
2650,University of St Thomas,www.stthomas.edu,2115 Summit Ave,Saint Paul,Minnesota,55105-1078,"4-year, Private not-for-profit",10963.0,Private,not-for-profit,0
2651,University of Texas Southwestern Medical Center at Dallas,www.utsouthwestern.edu,5323 Harry Hines Blvd,Dallas,Texas,75390-9096,"4-year, Public",2461.0,Public,not-for-profit,0
2652,University of the Cumberlands,www.ucumberlands.edu,6191 College Station Drive,Williamsburg,Kentucky,40769,"4-year, Private not-for-profit",2553.0,Private,not-for-profit,0
2653,University of the District of Columbia,www.udc.edu,4200 Connecticut Ave NW,Washington,Columbia,20008,"4-year, Public",5339.0,Public,not-for-profit,0
2654,University of the District of Columbia David A Clarke School of Law,www.law.udc.edu,4200 Connecticut Ave NW,Washington,Columbia,20008,"4-year, Public",245.0,Public,not-for-profit,0
2655,University of the Incarnate Word,www.uiw.edu,4301 Broadway,San Antonio,Texas,78209,"4-year, Private not-for-profit",6361.0,Private,not-for-profit,0
2656,University of the Ozarks,www.ozarks.edu,415 N College Ave,Clarksville,Arkansas,72830,"4-year, Private not-for-profit",675.0,Private,not-for-profit,0
2657,University of the Pacific,www.pacific.edu,3601 Pacific Ave,Stockton,California,95211-0197,"4-year, Private not-for-profit",6251.0,Private,not-for-profit,0
2658,University of the Rockies,www.rockies.edu,555 E Pikes Peak Ave #108,Colorado Springs,Colorado,80903-3612,"4-year, Private for-profit",141.0,Private,for profit,0
2659,University of the Sciences in Philadelphia,www.usp.edu,600 S 43rd Street,Philadelphia,Pennsylvania,19104-4495,"4-year, Private not-for-profit",3000.0,Private,not-for-profit,0
2660,University of the Southwest,www.usw.edu,6610 Lovington Hwy,Hobbs,Mexico,88240,"4-year, Private not-for-profit",509.0,Private,not-for-profit,0
2661,University of the Virgin Islands,www.uvi.edu,2 John Brewers Bay,Charlotte Amalie,Islands,00802-9990,"4-year, Public",2393.0,Public,not-for-profit,0
2662,University of the Virgin Islands-Kingshill,www.uvi.edu,St. Croix,St. Croix,Islands,00850,"4-year, Public",,Public,not-for-profit,0
2663,University of the West,www.uwest.edu,1409 N Walnut Grove Ave,Rosemead,California,91770,"4-year, primarily associate's, Private not-for-profit",232.0,Private,0,1
2664,University of Toledo,www.utoledo.edu/,2801 W Bancroft,Toledo,Ohio,43606-3390,"4-year, Public",22336.0,Public,not-for-profit,0
2665,University of Tulsa,www.utulsa.edu,800 South Tucker Drive,Tulsa,Oklahoma,74104-3189,"4-year, Private not-for-profit",4192.0,Private,not-for-profit,0
2666,University of Utah,www.utah.edu,201 Presidents Circle,Salt Lake City,Utah,84112-9008,"4-year, Public",28211.0,Public,not-for-profit,0
2667,University of Vermont,www.uvm.edu,85 S Prospect St,Burlington,Vermont,05405-0160,"4-year, Public",12800.0,Public,not-for-profit,0
2668,University of Virginia-Main Campus,www.virginia.edu/,,Charlottesville,Virginia,22904,"4-year, Public",24541.0,Public,not-for-profit,0
2669,University of Washington-Bothell Campus,www.bothell.washington.edu/,18115 Campus Way NE,Bothell,Washington,98011-8246,"4-year, Public",2291.0,Public,not-for-profit,0
2670,University of Washington-Seattle Campus,www.washington.edu,1400 NE Campus Parkway,Seattle,Washington,98195-4550,"4-year, Public",39675.0,Public,not-for-profit,0
2671,University of Washington-Tacoma Campus,www.tacoma.washington.edu/,1900 Commerce St,Tacoma,Washington,98402-3100,"4-year, Public",2967.0,Public,not-for-profit,0
2672,University of West Alabama,www.uwa.edu,Station One,Livingston,Alabama,35470,"4-year, Public",4888.0,Public,not-for-profit,0
2673,University of West Georgia,www.westga.edu,1601 Maple St,Carrollton,Georgia,30118-0001,"4-year, Public",11252.0,Public,not-for-profit,0
2674,University of Wisconsin-Eau Claire,www.uwec.edu,105 Garfield Avenue,Eau Claire,Wisconsin,54702-4004,"4-year, Public",11140.0,Public,not-for-profit,0
2675,University of Wisconsin-Green Bay,WWW.UWGB.EDU,2420 Nicolet Dr,Green Bay,Wisconsin,54311-7001,"4-year, Public",6286.0,Public,not-for-profit,0
2676,University of Wisconsin-La Crosse,www.uwlax.edu,1725 State St,La Crosse,Wisconsin,54601-9959,"4-year, Public",9880.0,Public,not-for-profit,0
2677,University of Wisconsin-Madison,www.wisc.edu,500 Lincoln Dr,Madison,Wisconsin,53706-1380,"4-year, Public",41620.0,Public,not-for-profit,0
2678,University of Wisconsin-Milwaukee,www.uwm.edu,2200 E Kenwood Blvd,Milwaukee,Wisconsin,53201-0413,"4-year, Public",29215.0,Public,not-for-profit,0
2679,University of Wisconsin-Oshkosh,www.uwosh.edu,800 Algoma Blvd,Oshkosh,Wisconsin,54901,"4-year, Public",12753.0,Public,not-for-profit,0
2680,University of Wisconsin-Parkside,www.uwp.edu,900 Wood Rd,Kenosha,Wisconsin,53141-2000,"4-year, Public",5167.0,Public,not-for-profit,0
2681,University of Wisconsin-Platteville,www.uwplatt.edu,1 University Plz,Platteville,Wisconsin,53818-3001,"4-year, Public",7512.0,Public,not-for-profit,0
2682,University of Wisconsin-River Falls,www.uwrf.edu,410 S 3rd St,River Falls,Wisconsin,54022,"4-year, Public",6555.0,Public,not-for-profit,0
2683,University of Wisconsin-Stevens Point,www.uwsp.edu,Main St,Stevens Point,Wisconsin,54481,"4-year, Public",9163.0,Public,not-for-profit,0
2684,University of Wisconsin-Stout,www.uwstout.edu,,Menomonie,Wisconsin,54751,"4-year, Public",8839.0,Public,not-for-profit,0
2685,University of Wisconsin-Superior,www.uwsuper.edu,Belknap & Catlin,Superior,Wisconsin,54880-4500,"4-year, Public",2689.0,Public,not-for-profit,0
2686,University of Wisconsin-Whitewater,www.uww.edu,800 W Main St,Whitewater,Wisconsin,53190-1790,"4-year, Public",10962.0,Public,not-for-profit,0
2687,University of Wyoming,www.uwyo.edu,Corner of Ninth and Ivinson,Laramie,Wyoming,82071,"4-year, Public",12067.0,Public,not-for-profit,0
2688,UPMC Presbyterian Shadyside Dietetic Internship,www.upmc.edu/shadyside/dieteticinternship,5230 Centre Ave,Pittsburgh,Pennsylvania,15232,"4-year, Private not-for-profit",4.0,Private,not-for-profit,0
2689,Upper Iowa University,www.uiu.edu,605 Washington St,Fayette,Iowa,52142-1857,"4-year, Private not-for-profit",5278.0,Private,not-for-profit,0
2690,Upper Valley Educators Institute,www.uvti.org,194 Dartmouth College Highway,Lebanon,Hampshire,03766-1358,"4-year, Private not-for-profit",52.0,Private,not-for-profit,0
2691,Urbana University,www.urbana.edu,579 College Way,Urbana,Ohio,43078-2091,"4-year, Private not-for-profit",1354.0,Private,not-for-profit,0
2692,Ursinus College,www.ursinus.edu,601 E. Main St,Collegeville,Pennsylvania,19426-1000,"4-year, Private not-for-profit",1680.0,Private,not-for-profit,0
2693,Ursuline College,www.ursuline.edu,2550 Lander Rd,Pepper Pike,Ohio,44124,"4-year, Private not-for-profit",1430.0,Private,not-for-profit,0
2694,Uta Mesivta of Kiryas Joel,,9 Nickelsburg Rd Unit 312,Monroe,York,10950,"4-year, Private not-for-profit",1161.0,Private,not-for-profit,0
2695,Utah Career College,www.utahcollege.edu,1902 W 7800 S,West Jordan,Utah,84088,"4-year, primarily associate's, Private for-profit",422.0,Private,for profit,1
2696,Utah Career College-Layton,www.utahcollege.edu,869 West Hill Field Road,Layton,Utah,84041,"4-year, primarily associate's, Private for-profit",95.0,Private,for profit,1
2697,Utah Career College-Orem Campus,,898 N 1200 W,Orem,Utah,84057,"4-year, primarily associate's, Private for-profit",38.0,Private,for profit,1
2698,Utah State University,www.usu.edu,Old Main Hill,Logan,Utah,84322-1400,"4-year, Public",15099.0,Public,not-for-profit,0
2699,Utah State University-Continuing Education,www.usu.edu,Old Main Hill,Logan,Utah,84322,"4-year, primarily associate's, Public",10130.0,Public,not-for-profit,1
2700,Utah Valley University,www.uvu.edu,800 W University Parkway,Orem,Utah,84058-5999,"4-year, primarily associate's, Public",26696.0,Public,not-for-profit,1
2701,Utica College,www.utica.edu/,1600 Burrstone Rd,Utica,York,13502-4892,"4-year, Private not-for-profit",3082.0,Private,not-for-profit,0
2702,Valdosta State University,www.valdosta.edu,1500 N Patterson,Valdosta,Georgia,31698,"4-year, Public",11490.0,Public,not-for-profit,0
2703,Valley City State University,www.vcsu.edu,101 College St SW,Valley City,Dakota,58072,"4-year, Public",1019.0,Public,not-for-profit,0
2704,Valley Forge Christian College,www.vfcc.edu,1401 Charlestown Road,Phoenixville,Pennsylvania,19460,"4-year, Private not-for-profit",1201.0,Private,not-for-profit,0
2705,Valparaiso University,www.valpo.edu,US Highway 30 and Sturdy Road,Valparaiso,Indiana,46383,"4-year, Private not-for-profit",3975.0,Private,not-for-profit,0
2706,Vanderbilt University,www.vanderbilt.edu,2101 West End Avenue,Nashville,Tennessee,37240,"4-year, Private not-for-profit",12093.0,Private,not-for-profit,0
2707,VanderCook College of Music,www.vandercook.edu,3140 S. Federal St.,Chicago,Illinois,60616-3731,"4-year, Private not-for-profit",373.0,Private,not-for-profit,0
2708,Vanguard University of Southern California,www.vanguard.edu,55 Fair Dr,Costa Mesa,California,92626,"4-year, Private not-for-profit",2149.0,Private,not-for-profit,0
2709,Vassar College,www.vassar.edu,124 Raymond Ave,Poughkeepsie,York,12604,"4-year, Private not-for-profit",2389.0,Private,not-for-profit,0
2710,Vatterott College,www.vatterott-college.edu/sunset_hills.asp,12970 Maurer Industrial Dr,Sunset Hills,Missouri,63127-1516,"4-year, primarily associate's, Private for-profit",494.0,Private,for profit,1
2711,Vatterott College,www.vatterott-college.edu,8580 Evans Avenue,Berkeley,Missouri,63134,"4-year, primarily associate's, Private for-profit",755.0,Private,for profit,1
2712,Vaughn College of Aeronautics and Technology,www.vaughn.edu,86-01 23rd Avenue,Flushing,York,11369,"4-year, primarily associate's, Private not-for-profit",1097.0,Private,0,1
2713,Vermont Law School,www.vermontlaw.edu,164 Chelsea St,South Royalton,Vermont,05068-0096,"4-year, Private not-for-profit",574.0,Private,not-for-profit,0
2714,Vermont Technical College,www.vtc.edu,1 Main Street,Randolph Center,Vermont,05061-0500,"4-year, primarily associate's, Public",1649.0,Public,not-for-profit,1
2715,Villa Maria College Buffalo,www.villa.edu,240 Pine Ridge Rd,Buffalo,York,14225-3999,"4-year, primarily associate's, Private not-for-profit",488.0,Private,0,1
2716,Villanova University,www.villanova.edu,800 Lancaster Avenue,Villanova,Pennsylvania,19085-1699,"4-year, Private not-for-profit",10274.0,Private,not-for-profit,0
2717,Vincennes University,www.vinu.edu,1002 N First St,Vincennes,Indiana,47591,"4-year, primarily associate's, Public",11590.0,Public,not-for-profit,1
2718,Virginia College-Birmingham,www.vc.edu,65 Bagby Dr.,Birmingham,Alabama,35209-3703,"4-year, primarily associate's, Private for-profit",5264.0,Private,for profit,1
2719,Virginia College-Greenville,vc.edu,78 Global Dr-Ste 200,Greenville,Carolina,29607,"4-year, primarily associate's, Private for-profit",308.0,Private,for profit,1
2720,Virginia College-Huntsville,WWW.VC.EDU,2800 Bob Wallace Ave,Huntsville,Alabama,35805-9945,"4-year, primarily associate's, Private for-profit",731.0,Private,for profit,1
2721,Virginia College-School of Business and Health,,721 Eastgate Loop Rd.,Chattanooga,Tennessee,37411,"4-year, primarily associate's, Private for-profit",558.0,Private,for profit,1
2722,Virginia Commonwealth University,www.vcu.edu/,910 W Franklin St,Richmond,Virginia,23284-2512,"4-year, Public",32044.0,Public,not-for-profit,0
2723,Virginia Intermont College,www.vic.edu,1013 Moore Street,Bristol,Virginia,24201,"4-year, Private not-for-profit",542.0,Private,not-for-profit,0
2724,Virginia Military Institute,www.vmi.edu,,Lexington,Virginia,24450-0304,"4-year, Public",1428.0,Public,not-for-profit,0
2725,Virginia Polytechnic Institute and State University,WWW.VT.EDU,,Blacksburg,Virginia,24061-0131,"4-year, Public",30739.0,Public,not-for-profit,0
2726,Virginia State University,www.vsu.edu,One Hayden Drive,Petersburg,Virginia,23806,"4-year, Public",5042.0,Public,not-for-profit,0
2727,Virginia Union University,www.vuu.edu,1500 N Lombardy St,Richmond,Virginia,23220,"4-year, Private not-for-profit",1501.0,Private,not-for-profit,0
2728,Virginia University of Lynchburg,www.vul.edu,2058 Garfield Ave,Lynchburg,Virginia,24501,"4-year, Private not-for-profit",267.0,Private,not-for-profit,0
2729,Virginia Wesleyan College,www.vwc.edu,1584 Wesleyan Dr,Norfolk,Virginia,23502-5599,"4-year, Private not-for-profit",1381.0,Private,not-for-profit,0
2730,Visible School-Music and Worships Arts College,www.visibleschool.com,9817 Huff and Puff Rd,Lakeland,Tennessee,38002,"4-year, Private not-for-profit",92.0,Private,not-for-profit,0
2731,Viterbo University,www.viterbo.edu,900 Viterbo Drive,La Crosse,Wisconsin,54601-8804,"4-year, Private not-for-profit",2944.0,Private,not-for-profit,0
2732,Voorhees College,www.voorhees.edu,481 Porter Drive,Denmark,Carolina,29042,"4-year, Private not-for-profit",568.0,Private,not-for-profit,0
2733,W L Bonner College,,4430 Argent Ct,Columbia,Carolina,29203,"4-year, primarily associate's, Private not-for-profit",69.0,Private,0,1
2734,Wabash College,www.wabash.edu,301 West Wabash Avenue,Crawfordsville,Indiana,47933-0352,"4-year, Private not-for-profit",911.0,Private,not-for-profit,0
2735,Wagner College,www.wagner.edu,One Campus Rd,Staten Island,York,10301-4495,"4-year, Private not-for-profit",2294.0,Private,not-for-profit,0
2736,Wake Forest University,www.wfu.edu,1834 Wake Forest Road,Winston Salem,Carolina,27106,"4-year, Private not-for-profit",6862.0,Private,not-for-profit,0
2737,Walden University,www.waldenu.edu,Suite 100,Minneapolis,Minnesota,55401,"4-year, Private for-profit",34779.0,Private,for profit,0
2738,Waldorf College,www.waldorf.edu,106 S Sixth St,Forest City,Iowa,50436-1713,"4-year, Private not-for-profit",582.0,Private,not-for-profit,0
2739,Walla Walla University,www.wallawalla.edu,204 S College Ave,College Place,Washington,99324-1198,"4-year, Private not-for-profit",1800.0,Private,not-for-profit,0
2740,Walsh College of Accountancy and Business Administration,www.walshcollege.edu,3838 Livernois,Troy,Michigan,48083-5066,"4-year, Private not-for-profit",3106.0,Private,not-for-profit,0
2741,Walsh University,www.walsh.edu,2020 East Maple St,North Canton,Ohio,44720-3396,"4-year, Private not-for-profit",2738.0,Private,not-for-profit,0
2742,Warner Pacific College,www.warnerpacific.edu,2219 SE 68th Ave,Portland,Oregon,97215-4026,"4-year, Private not-for-profit",973.0,Private,not-for-profit,0
2743,Warner University,www.warner.edu,13895 Hwy 27,Lake Wales,Florida,33859-8797,"4-year, Private not-for-profit",1154.0,Private,not-for-profit,0
